Image ID,Creator,Short Title,Title,Created:from,Created:to,Last DB update,Uploaded to DB,Image type,Technique,Language,Distribution at time of creation,(Digital) source,Source ID (if applicable),Country of origin,Exact location,Holding institution,Collection,Other copyright holders,Related images,Licence,ImgDB ID,Metadata editor,,
303,unknown,Un Lynchage Aux Etats-Unis (Lynching in Kentucky),Un Lynchage Aux Etats-Unis (Lynching in Kentucky),1.1.1909,12/31/1909,4/18/2014 1:05,4/17/2014,12,1,6,,www.bridgemanart.com,Illustration from Petit Journal / 1909,FRA,France,,,Bridgeman Art Library,,0,imgs/1909_FRA__303.jpg,monika,,
304,unknown,General Anthony Wayne attempts to quell a mutiny of Pennsyvanian troops from Morristown,General Anthony Wayne attempts to quell a mutiny of Pennsyvanian troops from Morristown on New Year's Day,1781-01-01,1781-12-31,4/18/2014 1:08,4/17/2014,12,1,5,,,,USA,Pennsylvania / United States,,,unknown,,0,imgs/1781_USA__304.jpg,monika,,
305,unknown,John Paul Jones shooting a sailor who had attempted to strike his colours,John Paul Jones shooting a sailor who had attempted to strike his colours in an engagement,1779-01-01,1779-12-31,4/18/2014 1:09,4/17/2014,12,1,5,,,,USA,Pennsylvania / United States,,,Bridgeman Art Library,,0,imgs/1779_USA__305.jpg,monika,,
306,unknown,Boston citizens tar and feather a tax collector,Boston citizens tar and feather a tax collector,1800-01-01,12/31/1900,4/18/2014 1:11,4/17/2014,12,1,5,,,,USA,United States,,,Bridgeman Art Library,,0,imgs/1800_USA__306.jpg,monika,,
307,unknown,View of the Town of Concord,View of the Town of Concord,1775-01-01,1800-12-31,4/18/2014 1:13,4/17/2014,12,1,5,,,,USA,United States,,,Bridgeman Art Library,,0,imgs/1775_USA__307.jpg,monika,,
310,unknown,Liberty Triumphant / or the Downfall of Oppression,Liberty Triumphant / or the Downfall of Oppression,1773-01-01,1773-12-31,2/14/2015 15:24,4/17/2014,12,1,5,,,,USA,Massachusetts / United States,,,Bridgeman Art Library,,0,imgs/1773_USA__310.jpg,monika,,
319,Kilian / Wolfgang,Eigentlicher Abriss / als im 1626 Jar die Pawren in Oesterreich ob der Ennss Rebellisch gewest,Eigentlicher Abriss / als im 1626 Jar die Pawren in Oesterreich ob der Ennss Rebellisch gewest,1626-01-01,1626-12-31,8/23/2015 22:35,4/18/2014,12,1,2,,Julius Strnadt: Der Bauernkrieg in Oberösterreich im Jahre 1626 / Tafel 6,,AUT,Augsburg,Preußische Staatsbibliothek Berlin,,,,,,,,
,,,,0,Eigentlicher Abriss / als im 1626 Jar die Pawren in Oesterreich ob der Ennss Rebellisch gewest/ Herrn/ Herrn Graven von Herberstorff/ rc. Statthalter zu Lintz/ mit 6000 starck/ alda belägert/ Herr Stathalter grossen Mangel an Proviant gehabt/ und auß Befelch Irer Churfl: Durch: in Bayern/rc Herrn Hauptman Bärtho[omäus] von Tannazel/ Ihr Gnaden 18. Julij/ ebbemeldtes Jars mit 5 Schiffen/ darauf 300. Mann succuriert und proviantirt hat/ Er Hauptmann sich durch die Pauren geschlagen/ und ihrer der Pauren ober die Tonaw gehabten gespannten Ketten und Satlern zersprengt/ und nacher Lintz angelangt. In gleichem wie die Pawren/ so die Statt Linz belägert/ den 3. Tag drauff/ Sturm geloffen/ und nach wehrender 5. Stund/ sie wie verburst [?? Verdurst] etlicher hundert Mann/ widerumb abziehen müssen.Caption:<ol>Statt Passaw.OberhaußInndorffDer Tonaw FlußIn FlußHaffnerzelEngelhardts-Zell / so die Pauren die erste Schanz und Wacht gehabtSchloß Maschbach / so die erste Loßschuß geschehen seind.Ein altes Schloß auffen BergDes 5. Schiff/ so hauptman von Tannazel commandirt.Der Paurenschanzen bey der Ketten/ so mit ?000 Mann und 8. Stuck besetztDie Ketten und 1. Sayl/ darmit die Tonaw gesperret gewesen/ doch zersprengt wordenDas Schloß Neuhauß.Der Marckt Ascha.Urfahr gegen Ascha.AttenßhamCloster WilleringStatt EfferdingDie 5. Schiff / so die Ketten zersprenget und auß Linz ankommen.Das Kays: Schloß LinzDie newe Palisada / so gegen den Trutzbawren gemacht worden.Das werck/ darum der Trutzbaur stehet/ in welchem 6 stuck und uff den 
Trutzbawr 3. gestanden/ alda Hauptman von Tannazel Posta gewest.Wo die Rebellen den anfang mit 12000 zu stürmen gemacht.Der Wasserthurn darauff 5. Stuck gestandenDie Palisaden bey der Bruck/ darin 2 Stuck gestanden darbey die 5. Succurs-schiff angelendt/ alda Capitän Leutenampt von Veldhofen gewest.Der Salzstadt/ darauff 2 stuck gestandenDas Schulerthürl/ Hauptmans von Schernberg Posta/ wo die Rebellen mit 8000 
Mann/ von uhr/ biß umb 4 uhr gegen tag continuirlich gestürmbt unnd 
letztlich mit grossem verlurst abstehen müssen.Herrn Grundmans Hauß welches vor den Rebellen starck besetzt gewest/ auß
 welchem in einem Außfall Herr Hauptman von Schernberg erschossen worden/ 
letztlich mit stucken die Bawren darauß getriben.Der Schmidthurn/ da man mit Doppelhacken den Rebellen grossen schaden gethan.Die Schanz/ so die Pawren bey dem Galgenberg an der Tonaw gemacht/ 
darauß sie mit stucken die Tonaw unnd die Rebellen bestreuen [?bestreiten?] können.Ein Lauffgraben in die grosse Schanz/ so sie ober dem Capuziner Kloster 
gebauet/ darinn sie 14 stuck Beschuß wider den Truzpaur und das 
Schloß plandirtEin Lauffgraben/ biß zum SchmidthorEin Schänzlein/ darinn 4 [?] stuck gegen dem Schmidthor gericht gewest.Ein Schänzlein inn der Ledergassen/ darinn 2 stuck gestanden.Die Schanz am Urfar/ darinnen die Rebellen 8 Stuck gehabt.Der Rebellen Palisada gegen der Brucken/ darinnen sie 2. Stuck gehabt.Die Tonaw Brucken/ so von den Stathalterschen abgebrennt worden.Der Capuziner Closter/ darinnen der Rebellen Haupt Quartier gewesen.Danßhauß/ Capitein Apian Posta.S. Marthin</ol>,,imgs/1626_AUT__319.jpg,NULL,m.griesse,1,,,,,,,,,,,,,,
320,unknown,Bonnie Prince Charlie,Bonnie Prince Charlie (Charles Edward Stuart),1800-01-01,12/31/1900,4/18/2014 17:39,4/18/2014,12,1,5,,,,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,0,imgs/1800_GBR__320.jpg,monika,,
321,William Brassey Hole,Prince Charles Edward in Edinburgh (Holyrood House),Prince Charles Edward in Edinburgh (Holyrood House),1850-01-01,12/31/1900,5.3.2014 01:09,4/18/2014,2,1,13,,www.bridgemanart.com,Image number EDB50702,GBR,Great Britain,City of Edinburgh Museums and Art Galleries / Scotland,City of Edinburgh Museums and Art Galleries / Scotland,Bridgeman Art Library,,0,imgs/1850_GBR__321.jpg,monika,,
322,Alexander,Prince Charles Edward,Prince Charles Edward,1750-01-01,1751-12-31,4/18/2014 17:43,4/18/2014,2,1,13,,,,FRA,France,Private Collection,private,Bridgeman Art Library,,0,imgs/1750_FRA__322.jpg,monika,,
323,unknown,Portrait of Queen Anne,Portrait of Queen Anne,1700-01-01,1714-12-31,4/18/2014 17:46,4/18/2014,2,1,13,,,,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,0,imgs/1700_GBR__323.jpg,monika,,
324,John Pettie,Bonnie Prince Charlie at Holyroodhouse / Edinburgh,Bonnie Prince Charlie entering the ballroom at Holyroodhouse / Edinburgh,1891-01-01,1892-12-31,4/18/2014 18:47,4/18/2014,2,1,13,,,,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,0,imgs/1891_GBR__324.jpg,monika,,
325,Louis Gabriel Blanchet,Prince Charles Edward,Prince Charles Edward,1739-01-01,1739-12-31,5.3.2014 01:05,4/18/2014,2,1,13,,www.bridgemanart.com,Image Number ROC399050,GBR,Rome / Italy,The Royal Collection © 2014 Her Majesty Queen Elizabeth II,The Royal Collection © 2014 Her Majesty Queen Elizabeth II,Bridgeman Art Library,,0,imgs/1739_GBR__325.jpg,monika,,
326,Antonio David,James Francis Edward Stuart,James Francis Edward Stuart,1716-01-01,1716-12-31,4/18/2014 17:54,4/18/2014,2,1,13,,,,ITA,Italy,Private Collection,private,Bridgeman Art Library,,0,imgs/1716_ITA__326.jpg,monika,,
327,unknown,William Wallace (Scottish national hero),William Wallace (Scottish national hero),1650-01-01,1700-12-31,4/18/2014 17:57,4/18/2014,2,1,13,,,,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,0,imgs/1650_GBR__327.jpg,monika,,
328,unknown,James III as navy general with crown helmet,James III as navy general with crown helmet,1700-01-01,1750-12-31,4/18/2014 18:00,4/18/2014,2,1,13,,,from King over the Water by Edward Corp,FRA,France,Private Collection,private,Edward Corp,,0,imgs/1700_FRA__328.jpg,monika,,
329,Maurice Quentin de la Tour (after?),Charles Edward Stuart in royal armour,Charles Edward Stuart in royal armour,1745-01-01,1750-12-31,5.3.2014 01:26,4/18/2014,2,1,13,,www.bridgemanart.com,,GBR,France,Scottish National Portrait Gallery / Edinburgh / Scotland,Scottish National Portrait Gallery / Edinburgh / Scotland,Bridgeman Art Library,,0,imgs/1745_GBR__329.jpg,monika,,
330,John Daniel Kamm,Prince Charles Edward,Prince Charles Edward,1745-01-01,1750-12-31,5.3.2014 01:02,4/18/2014,2,1,13,,,,GBR,Great Britain,Private Collection,private,Christie's Images / The Bridgeman Art Library,,0,imgs/1745_GBR__330.jpg,monika,,
331,Domenico Dupra,Portrait Charles Edward around 1740,Portrait Charles Edward around 1740,1740-01-01,1745-12-31,4/18/2014 18:15,4/18/2014,2,1,13,,,,ITA,Italy,Private Collection,private,Bridgeman Art Library,,0,imgs/1740_ITA__331.jpg,monika,,
332,Antonio David,Prince Charles Edward,Prince Charles Edward,1740-01-01,1740-12-31,4/18/2014 18:16,4/18/2014,2,1,13,,,,ITA,Italy,Private Collection,private,Bridgeman Art Library,,0,imgs/1740_ITA__332.jpg,monika,,
333,Giles Hussey,Prince Charles Edward,Prince Charles Edward,1735-01-01,1735-12-31,4/18/2014 18:17,4/18/2014,12,1,13,,,,ITA,Rome / Italy,Private Collection,private,Bridgeman Art Library,,0,imgs/1735_ITA__333.jpg,monika,,
335,unknown,Charles Edward Stuart,Charles Edward Stuart,1740-01-01,1745-12-31,5.3.2014 01:00,4/18/2014,2,1,13,,,,GBR,Great Britain,Inverness Museum and Art Gallery,Inverness Museum and Art Gallery,Neil Holmes / The Bridgeman Art Library & National Library of Scotland,,0,imgs/1740_GBR__335.jpg,monika,,
336,unknown,An exact view of the Battle of Culloden,An exact view of the Battle of Culloden,1746-01-01,1746-12-31,4/18/2014 18:32,4/18/2014,12,1,5,,,,GBR,London / Great Britain,,,Bridgeman Art Library,,0,imgs/1746_GBR__336.jpg,monika,,
337,H. Griffiths,Culloden Moor / looking across the Moray Firth,Culloden Moor / looking across the Moray Firth,1830-01-01,1830-12-31,4/18/2014 18:33,4/18/2014,12,1,5,,,,GBR,London / Great Britain,,,Bridgeman Art Library,,0,imgs/1830_GBR__337.jpg,monika,,
338,unknown,Prince Charles Edward in Scotland,Edward in Scotland (oil on panel),1800-01-01,12/31/1900,4/18/2014 18:34,4/18/2014,2,1,5,,,,GBR,Great Britain,,,Bridgeman Art Library,,0,imgs/1800_GBR__338.jpg,monika,,
339,unknown,Gillies McBean at Culloden / 1746,Gillies McBean at Culloden / 1746,1800-01-01,12/31/1900,4/18/2014 18:35,4/18/2014,12,1,5,,,,GBR,Great Britain,,,Bridgeman Art Library,,0,imgs/1800_GBR__339.jpg,monika,,
340,unknown,Goblet and Cover / Jacobite / c.1750 (glass),Goblet and Cover / Jacobite / c.1750 (glass),1750-01-01,1750-12-31,4/18/2014 18:37,4/18/2014,5,4,13,,,,GBR,Great Britain,,,Bridgeman Art Library,,0,imgs/1750_GBR__340.jpg,monika,,
341,unknown,Jacobite portrait wine glass / c.1750 (glass),Jacobite portrait wine glass / c.1750 (glass),1750-01-01,1750-12-31,4/18/2014 18:38,4/18/2014,5,4,13,,,,GBR,Great Britain,,,Bridgeman Art Library,,0,imgs/1750_GBR__341.jpg,monika,,
342,unknown,Loving Cup (Jacobite glassware),Loving Cup (Jacobite glassware),1750-01-01,1750-12-31,4/18/2014 18:38,4/18/2014,5,4,13,,,,GBR,Great Britain,,,Bridgeman Art Library,,0,imgs/1750_GBR__342.jpg,monika,,
343,unknown,Staffordshire jug decorated with figure in Highland costume,Staffordshire jug decorated with figure in Highland costume,1755-01-01,1755-12-31,4/18/2014 18:40,4/18/2014,7,4,13,,,,GBR,Great Britain,,,Bridgeman Art Library,,0,imgs/1755_GBR__343.jpg,monika,,
344,unknown,Plan of the Battle of Culloden / April 16th 1746,Plan of the Battle of Culloden / April 16th 1746,1746-01-01,1746-12-31,4/18/2014 18:41,4/18/2014,12,1,13,,,,GBR,Great Britain,,,Bridgeman Art Library,,0,imgs/1746_GBR__344.jpg,monika,,
345,George Vertue,Portrait of James VII of Scotland / II of England,Portrait of James VII of Scotland / II of England,1689-01-01,1700-12-31,4/18/2014 18:43,4/18/2014,12,1,13,,,,FRA,France,,,Bridgeman Art Library,,0,imgs/1689_FRA__345.jpg,monika,,
346,unknown,Prince Charles disguised as 'Betty Burke' (mezzotint engraving),Prince Charles disguised as 'Betty Burke' (mezzotint engraving),1746-01-01,1750-12-31,4/18/2014 18:44,4/18/2014,12,1,13,,,,GBR,Great Britain,,,Bridgeman Art Library,,0,imgs/1746_GBR__346.jpg,monika,,
347,unknown,Prince Charles Edward at Holyrood,Prince Charles Edward at Holyrood,1800-01-01,12/31/1900,4/18/2014 18:46,4/18/2014,12,5,13,,,,GBR,Great Britain,,,Bridgeman Art Library,,0,imgs/1800_GBR__347.jpg,monika,,
348,unknown,Prince Charles Edward Stuart at the Battle of Prestonpans / c.1745,Prince Charles Edward Stuart at the Battle of Prestonpans / c.1745,1745-01-01,1745-12-31,4/18/2014 18:51,4/18/2014,12,1,5,,,,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,0,imgs/1745_GBR__348.jpg,monika,,
349,unknown,The Butcher (caricature),The Butcher (caricature),1746-01-01,1746-12-31,2/15/2015 15:25,4/18/2014,12,1,5,Great Britain,www.bridgemanart.com,,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,The print is described in George: English Political Caricature to 1792. A Study of Opinion and Propaganda / Oxford 1959 / p. 96.,0,imgs/1746_GBR__349.jpg,monika,,
350,unknown,James II in Roman Costume,James II in Roman Costume,1685-01-01,1688-12-31,4/18/2014 19:25,4/18/2014,12,1,1,Great Britain,www.bpi1700.org,Order Ref.: AN139724001,GBR,Great Britain,British Museum London,The Trustees of The British Museum,The Trustees of The British Museum,,0,imgs/1685_GBR__350.jpg,monika,,
351,Robert Strange,The Steuart 'Amen' glass,The Steuart 'Amen' glass,1740-01-01,1750-12-31,4/18/2014 19:37,4/18/2014,5,4,5,,,,GBR,Edinburgh,,,,,0,,,,
</style>,,,,,,,,,,,,,,,,,,,,,,,,
<![endif]-->,,imgs/1740_GBR__351.jpg,NULL,monika,2,,,,,,,,,,,,,,,,,,,
352,Robert Strange,The Steuart 'Amen' glass,The Steuart 'Amen' glass,1740-01-01,1750-12-31,4/18/2014 19:37,4/18/2014,5,4,5,,,,GBR,Edinburgh,,,,,0,,,,
<![endif]-->,,imgs/1740_GBR__352.jpg,NULL,monika,2,,,,,,,,,,,,,,,,,,,
353,Robert Strange,Breadalbane I glass,Breadalbane I glass,1749-01-01,1749-12-31,4/18/2014 19:42,4/18/2014,5,4,5,,,,GBR,Edinburgh,,,,,0,,,,
<![endif]-->,,imgs/1749_GBR__353.jpg,NULL,monika,2,,,,,,,,,,,,,,,,,,,
354,Robert Strange,Foot of the Dunvegan 'Amen' glass,Foot of the Dunvegan 'Amen' glass,1747-01-01,1747-12-31,4/18/2014 19:40,4/18/2014,5,4,5,,,,GBR,Edinburgh,,,,,0,,,,
<![endif]-->,,imgs/1747_GBR__354.jpg,NULL,monika,2,,,,,,,,,,,,,,,,,,,
355,unknown,Titus Oates standing in the pillory,Titus Oates standing in the pillory,1685-01-01,1685-12-31,4/18/2014 19:59,4/18/2014,12,1,5,,www.bpi1700.org,Order Ref.: AN48806001,GBR,,British Museum London,The Trustees of The British Museum,The Trustees of The British Museum,,0,imgs/1685_GBR__355.jpg,monika,,
356,Georg Paul Busch,Friedrich Ludwig (Prince of Wales),Friedrich Ludwig (Prince of Wales),1728-01-01,1728-12-31,4/18/2014 20:03,4/18/2014,1,1,2,,,,DEU,Berlin / Germany,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,Herzog August Bibliothek Wolfenbüttel,,0,imgs/1728_DEU__356.jpg,monika,,
357,unknown,The Theatre of England (representing the flight of James II),The Theatre of England (representing the flight of James II),1689-01-01,1689-12-31,4/18/2014 20:06,4/18/2014,1,1,5,,,,GBR,Great Britain,,,Bridgeman Art Library,,0,imgs/1689_GBR__357.jpg,monika,,
358,unknown,Portrait of Prince Charles Edward Stuart,Portrait of Prince Charles Edward Stuart,1740-01-01,1745-12-31,4/19/2014 2:32,4/19/2014,12,1,13,,,,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,0,imgs/1740_GBR__358.jpg,monika,,
359,unknown,Satirical print in form of a 'Wanted Poster' for Prince Charles Edward Stuart,Satirical print in form of a 'Wanted Poster' for Prince Charles Edward Stuart,1745-01-01,1745-12-31,4/19/2014 2:33,4/19/2014,12,1,13,,,,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,0,imgs/1745_GBR__359.jpg,monika,,
360,unknown,The end of the '45,The end of the '45,1800-01-01,12/31/1900,4/19/2014 2:39,4/19/2014,12,5,5,,,illustration from Cassell's Illustrated History of England,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,0,imgs/1800_GBR__360.jpg,monika,,
361,unknown,The Earl of Mar raising the Pretender's standard,The Earl of Mar raising the Pretender's standard,1800-01-01,12/31/1900,4/19/2014 2:40,4/19/2014,12,5,5,,,illustration from Cassell's Illustrated History of England,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,0,imgs/1800_GBR__361.jpg,monika,,
362,unknown,Prince Charles Edward (1720-88) and the Highlanders Entering Edinburgh after the Battle of Preston,Prince Charles Edward (1720-88) and the Highlanders Entering Edinburgh after the Battle of Preston,1800-01-01,12/31/1900,4/19/2014 2:42,4/19/2014,12,1,5,,,,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,0,imgs/1800_GBR__362.jpg,monika,,
363,unknown,Tyrconnel Arming the Papists in Ireland,Tyrconnel Arming the Papists in Ireland,1689-01-01,1700-12-31,4/19/2014 2:46,4/19/2014,12,4,5,Great Britain,www.bridgemanart.com,,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,3,imgs/1689_GBR__363.jpg,monika,,
364,unknown,The Duke of Cumberland / and the French Commanding Officer surrendering Carlisle to His Highness,The Duke of Cumberland / and the French Commanding Officer surrendering Carlisle to His Highness / 30th December 1745,1746-01-01,1746-12-31,4/19/2014 2:49,4/19/2014,12,4,5,Great Britain,www.bridgemanart.com,,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,3,imgs/1746_GBR__364.jpg,monika,,
365,unknown,The Times (anti-Scottish satire),The Times (anti-Scottish satire),1760-01-01,1763-12-31,4/19/2014 2:55,4/19/2014,12,1,13,,from The British Antidote / satire magazine / published in 1763,p. 40,GBR,London / Great Britain,,,Eighteenth Century Collection Online / Cengage Learning,,0,imgs/1760_GBR__365.jpg,monika,,
366,unknown,The Fishermen / Waters of Sedition (anti-Tory satire),The Fishermen / Waters of Sedition (anti-Tory satire),1760-01-01,1763-12-31,4/19/2014 2:57,4/19/2014,12,5,13,,from The British Antidote / satire magazine / published in 1763,p. 38,GBR,London / Great Britain,,,Eighteenth Century Collection Online / Cengage Learning,,0,imgs/1760_GBR__366.jpg,monika,,
367,unknown,The Coach Overturned (satire against Lord Bute),The Coach Overturned (satire against Lord satire),1760-01-01,1763-12-31,4/19/2014 2:59,4/19/2014,12,5,13,,from The British Antidote / satire magazine / published in 1763,p. 31,GBR,London / Great Britain,,,Eighteenth Century Collection Online / Cengage Learning,,0,imgs/1760_GBR__367.jpg,monika,,
368,unknown,The State Nursery (satire against Lord Bute and the Peace with France),The Coach Overturned (satire against Lord Bute and the Peace with France)),1760-01-01,1763-12-31,4/19/2014 3:01,4/19/2014,12,5,13,,from The British Antidote / satire magazine / published in 1763,p. 26,GBR,London / Great Britain,,,Eighteenth Century Collection Online / Cengage Learning,,0,imgs/1760_GBR__368.jpg,monika,,
369,unknown,Here lieth the Body of Will (Satire on the death of William / Duke of Cumberland),Here lieth the Body of Will (Satire on the death of William / Duke of Cumberland),1765-01-01,1765-12-31,4/19/2014 3:06,4/19/2014,12,5,13,,from The British Antidote / satire magazine / published in 1765,p. 32,GBR,London / Great Britain,,,Eighteenth Century Collection Online / Cengage Learning,,0,imgs/1765_GBR__369.jpg,monika,,
